Date,Temperature,Humidity,WindSpeed,CloudCover,Rainfall,SolarIrradiance
2004-01-01,33.472762836087966,38.88233833036588,3.17539646576963,0.3890726307159412,14.28853795662432,5.283988723101936
2004-01-02,21.75845592741653,73.11968231249534,7.561027137140154,0.10808085667533174,2.1612754559750713,2.157380746237164
2004-01-03,27.422201952873685,79.54978479579405,5.0576252487265885,0.08827508067332901,3.473740418732836,2.5950478630548894
2004-01-04,28.75037443300716,44.66889006969933,1.4364853839287304,0.21550703404510507,10.735755711990693,2.9285877101536255
2004-01-05,33.55785779709876,65.09924129517222,0.5509251232371334,0.62017634272069,17.81659333076139,4.684249507108498
2004-01-06,32.142935839527595,68.1849945556782,5.480614042808103,0.7766468417680431,18.46215316268538,5.787030575707002
2004-01-07,33.93888664679433,51.916423574981025,3.3625861474735177,0.45271044685324324,3.8720915207111695,4.340543335386797
2004-01-08,29.98619215373111,71.86931714507972,1.739301691866821,0.8733551801588899,5.972594412427725,2.9959115829774294
2004-01-09,20.80446012492669,74.40803906091227,8.033667836616837,0.7956885788547873,4.101616501806927,5.613758860304117
2004-01-10,21.037101742452478,73.12896792625432,7.761876547009047,0.9971632690506806,9.456039608990483,4.120874983981237
2004-01-11,23.91981077770468,73.12675161428734,9.962604398474403,0.5754841306355509,4.146805108918712,5.728906665050885
2004-01-12,30.690640863194258,80.29892387359571,2.9826151681276407,0.043788718084758815,12.622904385742455,3.2351780012216818
2004-01-13,32.76907949180253,77.0361391539745,8.625507171690371,0.7185129678800602,0.06477590940881406,5.618084916762963
2004-01-14,26.844498077340397,33.215938540938815,4.859399788478308,0.23857873950739028,3.954118002482452,4.365358267351149
2004-01-15,23.014154336386184,62.73626577162031,3.558361826416459,0.3498472061157414,7.505940023471598,2.1295645819199214
2004-01-16,21.030935058402324,88.23554294248186,8.879966375889211,0.16851190638892688,11.160204280686926,3.8301395340855526
2004-01-17,32.65295777846623,54.59526709656545,7.368277502017843,0.3171017454360515,14.807467579317583,4.18666583264681
2004-01-18,26.838651478164294,43.20731926329667,9.67102845580772,0.4288502484529848,1.9489120205621169,5.090610223995167
2004-01-19,27.008246816235292,61.22893320956871,0.9271606004482082,0.9711108800419596,19.803024728859363,4.000062164392736
2004-01-20,25.019590895990696,32.89517216968594,8.98728501644425,0.5330118966079083,18.016201273708262,5.583519785218524
2004-01-21,28.69551910655979,46.08136483912237,0.5365262091056455,0.5162208875620243,11.261145222227293,5.636454161944857
2004-01-22,33.98561331376299,87.16695793085846,8.947895672912425,0.05931429079785877,1.7691973660451632,3.7418834869893436
2004-01-23,31.15204067747488,45.46107898253368,4.651344420630929,0.5487116531493805,9.230784959612848,4.882698670125013
2004-01-24,33.03077612559035,76.240503984537,6.942475864090589,0.8835348705008219,1.7190078194962077,3.0231541937737134
2004-01-25,33.7175424305662,51.86894279608349,9.868541893018245,0.8727742388106011,0.867618979261755,2.1591560196112
2004-01-26,28.55993856171822,51.22407807240265,3.056552998402977,0.26936944725182344,3.5641693525267315,3.222809314556542
2004-01-27,29.199929884296186,72.77670245374155,5.819279654979023,0.09970110711901847,3.4933578563088163,3.5575232769152474
2004-01-28,22.632693888833536,87.09604937473972,0.9166211322829417,0.27069595847325034,19.390699146539163,2.662418464325358
2004-01-29,22.546427820489907,74.83345951848597,3.138286636513304,0.8954358507511028,13.870440631731004,5.486993232402575
2004-01-30,29.129130011919795,69.17223457759627,1.7379133827943707,0.6125712787609207,12.250853438663388,2.7429758421264236
2004-01-31,25.537453163457734,65.63856286286153,2.254894320900231,0.40249939538425206,5.476361356430801,4.393073640110934
2004-02-01,30.0414062944322,55.25247778016108,4.289069159526068,0.19467281748160936,9.452001103269591,5.5326323948476155
2004-02-02,30.57404931623728,55.14321183262052,8.344401983649185,0.7839616244509914,5.054776822795651,3.0323404492513566
2004-02-03,24.15870590852986,87.09107940841442,6.798856494126353,0.5244532469020968,14.104107677188475,5.803629614910086
2004-02-04,30.82834101715551,48.28335757758725,1.5674153399228774,0.704914053387915,16.077434259529948,5.816153066238215
2004-02-05,34.22401334869608,73.30922834827425,2.6236875337188597,0.9428405120629817,19.910407271460706,4.181634616576646
2004-02-06,21.081701325378404,36.920192194524006,7.815785844381101,0.27998561484605067,14.56982346584441,3.012881796798758
2004-02-07,24.88286447863766,78.37558192826822,2.9678678086387418,0.22873978322471855,7.626023856786763,5.315815135094704
2004-02-08,30.652251696456474,55.89075563662671,7.621082921236608,0.31057260660399466,9.946619408774492,5.462164770128242
2004-02-09,28.378868583942797,57.92297944794249,8.889705591920103,0.553102060420545,19.790845129202033,5.5843497282329615
2004-02-10,24.246787370692633,62.71307227006947,7.229300177281421,0.31829000425432596,2.1664707456867505,5.44785751944724
2004-02-11,31.224465191764303,72.75012521410237,4.320315288316962,0.9379012639464416,4.07974071377885,4.872118198851268
2004-02-12,34.03528255254211,48.8510931488384,5.603441115425147,0.8938710663103082,10.371500894712097,2.052207340324111
2004-02-13,30.783659184440957,67.79769671360522,5.447625116674115,0.7129747480036771,2.7542375606827485,3.2548293600627263
2004-02-14,30.091248434560093,61.07896717390334,0.891192589245321,0.954167385708404,7.159194509853344,5.147799529437998
2004-02-15,20.502113846027534,33.347565214041076,1.810575995561559,0.3576568911533897,0.7174038928516779,4.689226137647104
2004-02-16,28.137483421487065,81.45742760173417,5.799395688005054,0.6311064530776325,13.082764533459041,2.915725511799935
2004-02-17,30.40689870055097,68.27845517864047,6.598693635390725,0.8652638806543963,12.084758818540053,5.783470935777141
2004-02-18,22.210612116161684,87.25238573855178,9.933650763038827,0.11617150401279275,16.596580241617826,3.9424961511548977
2004-02-19,26.74604250885613,60.35762439428699,8.285422920705702,0.7427651752102205,5.661769353015345,2.5362482352569624
2004-02-20,22.12506922231132,54.54160209168861,7.901285528444926,0.8606712801971361,3.4360276140616186,4.579779464649966
2004-02-21,33.34644460149973,75.13180590525695,4.812189394695579,0.18688650286823827,7.31160093289859,4.475267365996752
2004-02-22,27.238769573486167,84.27400518036875,5.528076384209885,0.7107840196088026,4.775081655291982,5.592134667863275
2004-02-23,31.028076781760923,70.61842758593356,9.237065857974999,0.211955876892871,14.713353994211662,4.249855840070943
2004-02-24,20.019491252816923,88.08332621473141,6.495075538087292,0.06967642287094389,18.43981143387042,2.015612360945552
2004-02-25,27.75010007971178,33.067644441423184,1.548763088633785,0.7948576306585221,3.2158551729466467,2.915075255512348
2004-02-26,21.244356616029528,57.47843863942059,1.2376098581193784,0.2220943586080133,11.70298430905159,2.7856626003851637
2004-02-27,32.37471279253063,58.54886076728775,2.226694326094883,0.0017162205683000087,19.037477700704496,4.26500955835534
2004-02-28,32.26324614307178,45.29343843507185,2.2292747731799114,0.49582258889324005,18.402035459686886,2.4484619245028862
2004-02-29,26.86867223925985,50.15928674680439,5.95654237331297,0.6337264195891337,19.933544970056726,2.2959084175984503
2004-03-01,33.96807696204496,79.82034220224284,5.140771044688938,0.8518517343439894,14.68564451834791,2.0128973365538623
2004-03-02,25.196622160231676,47.35934349537559,1.1192596000103774,0.6396416260892113,1.5458668425989441,2.323958087115284
2004-03-03,25.9258578737227,31.526064043079458,2.4796623647935525,0.5950688250001535,13.252284841006789,2.6635372403826034
2004-03-04,34.033632641109335,39.01944380927698,5.127708172361426,0.10128459705037751,19.830424555395748,5.127758246394164
2004-03-05,20.508445112636068,65.93698037815327,0.7099848032209536,0.2101160071056941,1.7709607749878975,3.977819197497513
2004-03-06,28.854652917276994,63.08428764899251,6.882716230171831,0.7631364498236064,6.861104994909022,4.491557128351099
2004-03-07,28.503328591304346,70.65149694770889,3.371533949634456,0.6051371257849458,4.383429192453933,5.399060112673601
2004-03-08,30.6619059853414,78.58453483141135,9.648041182870008,0.3917751973871504,16.3717143582087,4.443364886128986
2004-03-09,29.314664310899605,41.09151679947944,8.180215386393051,0.20818996907171972,17.69215853727984,3.535338123709513
2004-03-10,21.37734266292963,77.16795959020213,6.316914525732677,0.05406200551010709,0.32049660329681817,3.941405924212699
2004-03-11,27.247917042598353,78.20110727352301,0.6510797646534161,0.37562842395407503,15.246665301324489,4.686972725861892
2004-03-12,23.60739719284932,40.62437514763587,4.423299529551932,0.12511772724826054,17.76923824247668,3.2219314233751573
2004-03-13,27.474050139320084,54.61902453269918,4.15826570481353,0.2774901038608585,5.376541718837604,2.5331716618410263
2004-03-14,28.756146133370642,46.05182404744708,1.1814993420746807,0.7816289804787658,14.776523485960345,5.145528098073819
